depth;potential.temperature;salinity
105.5;20.0733;34.5932
105.5;19.3674;34.5952
105.5;18.8856;34.603
105.5;18.0157;34.6133
105.5;23.3911;34.6155
105.5;20.0755;34.6186
105.5;18.1166;34.6245
105.5;20.2123;34.6306
105.5;20.1814;34.6312
105.5;19.9215;34.6363
105.5;19.6951;34.6368
105.5;18.0517;34.6396
105.5;21.4869;34.6453
105.5;17.4324;34.646
105.5;17.822;34.6854
105.5;20.2867;34.6929
105.5;21.3176;34.6948
105.5;20.5619;34.6983
105.5;20.3871;34.703
105.5;18.5638;34.704
105.5;21.7052;34.7241
105.5;21.7183;34.7394
105.5;21.7791;34.7422
105.5;21.0589;34.7447
105.5;21.4907;34.7473
105.5;21.3191;34.7591
105.5;19.3522;34.7882
105.75;20.1711;34.4904
105.75;20.6311;34.5348
105.75;17.7347;34.5716
105.75;16.8306;34.5724
105.75;18.1253;34.5849
105.75;20.0632;34.5935
105.75;19.3458;34.6015
105.75;18.8778;34.604
105.75;18.0149;34.6131
105.75;23.3926;34.6157
105.75;20.0746;34.6184
105.75;18.1041;34.6263
105.75;20.1696;34.6311
105.75;20.203;34.6316
105.75;19.6959;34.6369
105.75;19.9023;34.64
105.75;18.0466;34.6403
105.75;21.4572;34.6459
105.75;17.3754;34.649
105.75;17.8107;34.6867
105.75;20.2776;34.6924
105.75;21.3175;34.6956
105.75;20.5612;34.6981
105.75;20.3598;34.7032
105.75;18.5522;34.7038
105.75;21.6957;34.7247
105.75;21.6735;34.7412
105.75;21.7773;34.7423
105.75;21.0447;34.7446
105.75;21.452;34.7505
105.75;21.3095;34.7595
105.75;19.333;34.7869
106;20.1713;34.4902
106;20.6213;34.5351
106;16.83;34.5722
106;17.7283;34.5725
106;18.1153;34.5845
106;20.029;34.5895
106;19.3352;34.6041
106;18.8703;34.6045
106;18.0091;34.6125
106;23.3946;34.6153
106;20.0728;34.6174
106;18.0941;34.6249
106;20.2005;34.6317
106;20.1591;34.632
106;19.6961;34.6366
106;18.0429;34.6412
106;19.8979;34.6419
106;17.3386;34.6483
106;21.4362;34.6487
106;17.8031;34.6876
106;20.2655;34.6931
106;20.5607;34.6978
106;21.311;34.699
106;18.5406;34.7039
106;20.3613;34.7042
106;21.682;34.7234
106;21.6397;34.7404
106;21.7725;34.7421
106;21.0381;34.7449
106;21.433;34.7521
106;21.3019;34.7602
106;19.317;34.7869
106.25;20.1748;34.4925
106.25;20.6087;34.536
106.25;16.8282;34.5711
106.25;17.7212;34.5726
106.25;18.1125;34.5843
106.25;19.9988;34.5905
106.25;18.8568;34.6037
106.25;19.3208;34.6049
106.25;18.0073;34.6126
106.25;23.3889;34.6148
106.25;20.0703;34.617
106.25;18.0745;34.6233
106.25;20.1977;34.6313
106.25;20.1482;34.6315
106.25;19.6963;34.6363
106.25;18.0393;34.6417
106.25;19.8979;34.6421
106.25;17.3037;34.6451
106.25;21.4239;34.6504
106.25;17.795;34.6889
106.25;20.2596;34.6931
106.25;20.5563;34.6984
106.25;21.3059;34.7021
106.25;18.5315;34.7037
106.25;20.363;34.706
106.25;21.6575;34.7237
106.25;21.6133;34.7411
106.25;21.7642;34.7414
106.25;21.0349;34.7447
106.25;21.4221;34.7514
106.25;21.2904;34.7601
106.25;19.3003;34.7878
106.5;20.1774;34.4939
106.5;20.6021;34.5368
106.5;16.8267;34.5719
106.5;17.7113;34.5721
106.5;18.1048;34.5828
106.5;19.9617;34.5882
106.5;18.8475;34.6051
106.5;19.2919;34.6052
106.5;18.007;34.6126
106.5;23.3879;34.6154
106.5;20.0689;34.6166
106.5;18.0605;34.6226
106.5;20.1916;34.631
106.5;20.1379;34.6324
106.5;19.6949;34.636
106.5;19.8981;34.6419
106.5;18.0353;34.6421
106.5;17.2809;34.6474
106.5;21.4127;34.6495
106.5;17.7897;34.6895
106.5;20.2413;34.6928
106.5;20.5499;34.7001
106.5;18.5246;34.7032
106.5;21.3004;34.7041
106.5;20.3653;34.7077
106.5;21.6431;34.7221
106.5;21.5899;34.7395
106.5;21.7507;34.7407
106.5;21.032;34.7445
106.5;21.3738;34.7518
106.5;21.2747;34.7612
106.5;19.2949;34.7886
106.75;20.1825;34.4965
106.75;20.5946;34.5372
106.75;17.6857;34.5703
106.75;16.8255;34.572
106.75;18.0948;34.5817
106.75;19.8815;34.5847
106.75;18.8354;34.6047
106.75;19.2695;34.6059
106.75;18.0036;34.6119
106.75;23.3457;34.6137
106.75;20.0654;34.6159
106.75;18.0469;34.6214
106.75;20.1787;34.6304
106.75;20.129;34.6317
106.75;19.693;34.6357
106.75;19.8981;34.6414
106.75;18.0273;34.6422
106.75;17.2652;34.6453
106.75;21.3962;34.6506
106.75;17.786;34.6893
106.75;20.2122;34.6924
106.75;20.5436;34.7023
106.75;18.5174;34.7029
106.75;21.2881;34.7049
106.75;20.3693;34.7103
106.75;21.6186;34.723
106.75;21.5733;34.7386
106.75;21.74;34.7406
106.75;21.0272;34.7439
106.75;21.2932;34.7508
106.75;21.2612;34.7622
106.75;19.2894;34.7889
107;20.1856;34.4979
107;20.5815;34.5369
107;17.6504;34.5713
107;16.8241;34.5719
107;18.0827;34.5809
107;19.8149;34.5857
107;18.8285;34.6052
107;19.2393;34.6069
107;17.9957;34.6114
107;20.0559;34.6152
107;17.9934;34.617
107;23.3094;34.6179
107;20.141;34.6308
107;20.1168;34.6321
107;19.6914;34.6356
107;17.2186;34.6408
107;19.8984;34.6418
107;18.0123;34.643
107;21.378;34.6533
107;17.7826;34.6896
107;20.1721;34.6912
107;18.5118;34.7023
107;20.5343;34.7037
107;21.2802;34.7059
107;20.3673;34.7099
107;21.5989;34.7223
107;21.5624;34.7379
107;21.7299;34.7411
107;21.0204;34.7438
107;21.225;34.7527
107;21.2457;34.7627
107;19.2854;34.7896
107.25;20.1923;34.5014
107.25;20.5692;34.5364
107.25;16.8204;34.5716
107.25;17.6395;34.573
107.25;18.0729;34.5797
107.25;19.786;34.5863
107.25;18.8153;34.6056
107.25;17.9897;34.6116
107.25;19.2244;34.6132
107.25;20.0382;34.6148
107.25;23.3368;34.6163
107.25;17.9502;34.6198
107.25;20.1016;34.6319
107.25;20.1154;34.6327
107.25;19.691;34.6354
107.25;17.1727;34.6403
107.25;19.8981;34.642
107.25;18.0003;34.6435
107.25;21.3547;34.6542
107.25;17.7797;34.6901
107.25;20.1224;34.6914
107.25;18.5036;34.7015
107.25;20.5212;34.7048
107.25;21.2689;34.7058
107.25;20.3527;34.7065
107.25;21.571;34.7223
107.25;21.5499;34.7372
107.25;21.7286;34.742
107.25;21.0124;34.7436
107.25;21.1624;34.7508
107.25;21.2099;34.7632
107.25;19.2831;34.7892
107.5;20.2054;34.5081
107.5;20.5662;34.5362
107.5;16.8133;34.5719
107.5;17.6354;34.5728
107.5;18.0634;34.5787
107.5;19.7697;34.5861
107.5;18.8118;34.6058
107.5;17.9809;34.6114
107.5;23.282;34.614
107.5;20.0183;34.6156
107.5;19.2123;34.6189
107.5;17.9464;34.6206
107.5;20.0872;34.6326
107.5;20.0833;34.6327
107.5;17.1488;34.6337
107.5;19.6907;34.6352
107.5;19.8949;34.6417
107.5;17.9897;34.6436
107.5;21.3265;34.6571
107.5;20.0722;34.6905
107.5;17.7732;34.6906
107.5;18.496;34.7013
107.5;21.213;34.7017
107.5;20.3071;34.7046
107.5;20.5093;34.7048
107.5;21.5526;34.7246
107.5;21.5357;34.7371
107.5;21.7303;34.7434
107.5;21.0085;34.7438
107.5;21.1144;34.7515
107.5;21.1704;34.7651
107.5;19.2766;34.789
107.75;20.2083;34.5094
107.75;20.5644;34.5356
107.75;17.6302;34.5725
107.75;16.7987;34.5735
107.75;18.0563;34.578
107.75;19.7195;34.5811
107.75;18.8122;34.6054
107.75;17.9704;34.6108
107.75;19.999;34.6165
107.75;17.924;34.6181
107.75;23.1314;34.6217
107.75;19.1976;34.6228
107.75;20.0694;34.632
107.75;17.1077;34.6336
107.75;20.0587;34.6341
107.75;19.69;34.6352
107.75;19.8917;34.6422
107.75;17.9815;34.6436
107.75;21.3023;34.6576
107.75;17.7684;34.6908
107.75;20.0491;34.6921
107.75;18.4907;34.7006
107.75;21.171;34.7037
107.75;20.2995;34.7042
107.75;20.4948;34.7052
107.75;21.5466;34.7256
107.75;21.5258;34.7367
107.75;21.0062;34.7436
107.75;21.732;34.7444
107.75;21.0759;34.7509
107.75;21.0438;34.7591
107.75;19.2696;34.7885
108;20.2087;34.5096
108;20.5607;34.5351
108;17.6172;34.572
108;16.7771;34.5752
108;18.0516;34.5771
108;19.6355;34.5823
108;18.8139;34.6051
108;17.9618;34.6102
108;17.9085;34.6182
108;19.9762;34.6184
108;19.1831;34.6272
108;23.0691;34.6305
108;20.057;34.6331
108;17.0928;34.6337
108;20.0417;34.6343
108;19.6885;34.635
108;19.8902;34.6423
108;17.9659;34.6426
108;21.2778;34.6592
108;17.7639;34.6911
108;20.0415;34.692
108;18.4861;34.7003
108;20.2928;34.7031
108;21.1582;34.7044
108;20.4767;34.7053
108;21.5444;34.7254
108;21.5118;34.7355
108;21.0039;34.7435
108;21.732;34.7441
108;21.0401;34.7504
108;20.888;34.7687
108;19.2648;34.789
108.25;20.2115;34.5111
108.25;20.5538;34.535
108.25;17.6034;34.5724
108.25;18.0504;34.5774
108.25;16.7585;34.5795
108.25;19.5977;34.5853
108.25;18.8144;34.6051
108.25;17.9505;34.6098
108.25;17.8965;34.619
108.25;19.9549;34.6202
108.25;19.1539;34.6305
108.25;23.0072;34.6325
108.25;17.0852;34.6326
108.25;20.0516;34.6328
108.25;20.0278;34.6344
108.25;19.6871;34.6345
108.25;19.8894;34.6422
108.25;17.9402;34.6431
108.25;21.2654;34.6598
108.25;20.0236;34.6903
108.25;17.7608;34.6912
108.25;18.4773;34.6997
108.25;20.285;34.7024
108.25;21.1546;34.7043
108.25;20.4619;34.7067
108.25;21.5425;34.7252
108.25;21.4865;34.7348
108.25;21.0018;34.7432
108.25;21.7339;34.7457
108.25;21.0224;34.7498
108.25;20.8312;34.7704
108.25;19.2595;34.7901
108.5;20.2158;34.5136
108.5;20.547;34.5346
108.5;17.5907;34.5724
108.5;18.0508;34.5771
108.5;16.7523;34.5819
108.5;19.5684;34.5848
108.5;18.8139;34.6049
108.5;17.9416;34.6085
108.5;17.8924;34.6196
108.5;19.9293;34.6219
108.5;20.0436;34.6323
108.5;17.0792;34.6326
108.5;20.0197;34.6343
108.5;19.6857;34.6344
108.5;22.9521;34.6355
108.5;19.1099;34.6358
108.5;17.8972;34.6416
108.5;19.889;34.6423
108.5;21.2574;34.6601
108.5;19.9999;34.6901
108.5;17.7583;34.6911
108.5;18.4625;34.6986
108.5;20.275;34.7017
108.5;21.1507;34.704
108.5;20.4452;34.7067
108.5;21.5383;34.7242
108.5;21.4832;34.7341
108.5;20.998;34.7433
108.5;21.725;34.7476
108.5;20.9834;34.748
108.5;20.7553;34.7741
108.5;19.2446;34.7893
108.75;20.2205;34.5162
108.75;20.5386;34.5347
108.75;17.5737;34.5729
108.75;18.0467;34.5764
108.75;19.5422;34.5845
108.75;16.7456;34.5866
108.75;18.8133;34.6048
108.75;17.9266;34.6077
108.75;17.8861;34.6205
108.75;19.8967;34.6264
108.75;17.0774;34.6321
108.75;20.035;34.6322
108.75;19.6824;34.634
108.75;20.0164;34.6342
108.75;22.9188;34.6354
108.75;17.864;34.6417
108.75;19.8884;34.6426
108.75;19.0427;34.644
108.75;21.2464;34.6613
108.75;19.9848;34.688
108.75;17.755;34.6915
108.75;18.4528;34.6979
108.75;20.2522;34.701
108.75;21.1394;34.7031
108.75;20.4378;34.7079
108.75;21.4907;34.719
108.75;21.4825;34.7337
108.75;20.9936;34.7436
108.75;20.9326;34.7475
108.75;21.7212;34.7478
108.75;20.7248;34.7764
108.75;19.215;34.7909
109;20.2199;34.5159
109;20.5343;34.5348
109;17.5605;34.5738
109;18.0385;34.5765
109;19.5268;34.5839
109;16.7243;34.5852
109;18.8127;34.6047
109;17.9132;34.6062
109;17.885;34.6211
109;19.8786;34.6289
109;17.0748;34.6317
109;20.0229;34.6326
109;20.0126;34.6339
109;19.6778;34.634
109;22.8926;34.635
109;17.8329;34.6403
109;19.8878;34.6422
109;19.0301;34.6478
109;21.2379;34.6612
109;19.9744;34.687
109;17.7504;34.6919
109;20.2073;34.6947
109;18.4328;34.6968
109;21.1288;34.7029
109;20.4299;34.7085
109;21.4142;34.721
109;21.4707;34.733
109;20.9887;34.7444
109;20.9067;34.7475
109;21.7158;34.7481
109;20.6987;34.7769
109;19.1843;34.7929
109.25;20.2196;34.516
109.25;20.53;34.5347
109.25;17.5525;34.5742
109.25;18.033;34.5763
109.25;16.684;34.5816
109.25;19.5183;34.5832
109.25;17.8772;34.6021
109.25;18.8099;34.6049
109.25;17.8851;34.6207
109.25;17.0728;34.6311
109.25;19.8676;34.6312
109.25;20.0061;34.6332
109.25;20.0107;34.6338
109.25;19.6753;34.6341
109.25;22.8745;34.6357
109.25;19.8857;34.6422
109.25;17.8046;34.6428
109.25;19.0168;34.6482
109.25;21.2178;34.6585
109.25;19.9693;34.6871
109.25;17.7454;34.6922
109.25;20.1744;34.6927
109.25;18.4125;34.6968
109.25;21.1195;34.7021
109.25;20.4076;34.7088
109.25;21.3957;34.7236
109.25;21.4549;34.7323
109.25;20.9857;34.7451
109.25;20.892;34.7476
109.25;21.7014;34.7488
109.25;20.6736;34.7773
109.25;19.1666;34.7932
109.5;20.2179;34.5157
109.5;20.5272;34.5347
109.5;17.5486;34.5744
109.5;18.0291;34.5763
109.5;16.6547;34.5788
109.5;19.509;34.5821
109.5;17.8347;34.6012
109.5;18.7954;34.6052
109.5;17.8809;34.6214
109.5;17.0692;34.6304
109.5;19.8595;34.6329
109.5;20.0095;34.6333
109.5;19.6714;34.6335
109.5;19.9943;34.6337
109.5;22.8547;34.6363
109.5;19.8836;34.6422
109.5;17.7936;34.6481
109.5;19.0112;34.6483
109.5;21.1774;34.6588
109.5;19.9657;34.6864
109.5;20.1428;34.6906
109.5;17.7384;34.6926
109.5;18.3913;34.6952
109.5;21.1062;34.701
109.5;20.3915;34.7096
109.5;21.3801;34.7235
109.5;21.44;34.7322
109.5;20.9857;34.7451
109.5;20.8777;34.7472
109.5;21.6858;34.7509
109.5;20.6679;34.7763
109.5;19.1552;34.7927
109.75;20.2181;34.5169
109.75;20.5246;34.5346
109.75;17.5457;34.5744
109.75;18.025;34.5765
109.75;16.6401;34.5799
109.75;19.4958;34.5815
109.75;17.8051;34.6017
109.75;18.7849;34.6055
109.75;17.8797;34.622
109.75;17.0642;34.6296
109.75;19.9671;34.6319
109.75;20.0023;34.633
109.75;19.8547;34.6335
109.75;19.6673;34.6336
109.75;22.8101;34.6385
109.75;19.881;34.642
109.75;19.0062;34.6482
109.75;17.7884;34.6498
109.75;21.1565;34.6634
109.75;19.9543;34.6854
109.75;20.1019;34.6869
109.75;17.7313;34.6936
109.75;18.3674;34.6942
109.75;21.1002;34.7016
109.75;20.3752;34.7099
109.75;21.3606;34.7214
109.75;21.4312;34.732
109.75;20.9863;34.745
109.75;20.866;34.7476
109.75;21.678;34.7519
109.75;20.6623;34.7745
109.75;19.1435;34.7922
110;20.2206;34.5178
110;20.5218;34.5346
110;17.5445;34.5742
110;18.0222;34.5768
110;16.638;34.5799
110;19.4912;34.5819
110;17.7724;34.6029
110;18.7814;34.6058
110;17.8773;34.6224
110;17.0605;34.6296
110;19.9964;34.6331
110;19.6635;34.6333
110;19.8501;34.634
110;19.9355;34.6342
110;19.8758;34.6416
110;22.7686;34.6473
110;19.0046;34.6479
110;17.7769;34.6484
110;21.1402;34.6641
110;19.9466;34.6853
110;20.0886;34.6869
110;18.3523;34.6932
110;17.7223;34.6945
110;21.0993;34.7016
110;20.3319;34.7107
110;21.3299;34.7212
110;21.429;34.7317
110;20.9862;34.7446
110;20.8555;34.7474
110;21.67;34.7523
110;20.6599;34.7744
110;19.1261;34.7916
110.25;20.2217;34.5186
110.25;20.5194;34.5344
110.25;17.5424;34.5741
110.25;18.0165;34.5764
110.25;16.6365;34.5791
110.25;19.4902;34.5815
110.25;17.7607;34.6041
110.25;18.7768;34.6061
110.25;17.8748;34.6227
110.25;17.0565;34.6291
110.25;19.9917;34.6329
110.25;19.6609;34.6334
110.25;19.8449;34.6348
110.25;19.9198;34.636
110.25;19.8676;34.642
110.25;17.7357;34.6462
110.25;19.0025;34.6476
110.25;22.7497;34.6495
110.25;21.1242;34.666
110.25;19.9352;34.6842
110.25;20.0819;34.6855
110.25;18.3391;34.6931
110.25;17.717;34.6947
110.25;21.0981;34.7016
110.25;20.2773;34.7122
110.25;21.3164;34.7227
110.25;21.4245;34.7312
110.25;20.9856;34.7448
110.25;20.8376;34.747
110.25;21.6525;34.7545
110.25;20.658;34.7744
110.25;19.0922;34.79
110.5;20.2238;34.5203
110.5;20.5193;34.5341
110.5;17.5409;34.5737
110.5;18.0095;34.5756
110.5;16.6346;34.5784
110.5;19.4868;34.5809
110.5;17.7552;34.6045
110.5;18.7748;34.6063
110.5;17.8732;34.6231
110.5;17.0523;34.6285
110.5;19.9847;34.6328
110.5;19.6585;34.6332
110.5;19.8416;34.6352
110.5;19.9078;34.6373
110.5;19.8601;34.6428
110.5;19.0017;34.6466
110.5;22.7397;34.6506
110.5;17.7104;34.6517
110.5;21.1106;34.6667
110.5;19.9228;34.6839
110.5;20.0793;34.6852
110.5;18.3213;34.6938
110.5;17.7096;34.6946
110.5;21.0978;34.7015
110.5;20.2116;34.7188
110.5;21.3023;34.7212
110.5;21.4155;34.7306
110.5;20.9848;34.7449
110.5;20.8183;34.7469
110.5;21.6322;34.7558
110.5;20.6526;34.7737
110.5;19.0614;34.7908
110.75;20.231;34.5233
110.75;20.5163;34.5337
110.75;17.5402;34.5744
110.75;17.9969;34.5746
110.75;16.6319;34.5777
110.75;19.4719;34.5798
110.75;17.7345;34.6015
110.75;18.7682;34.606
110.75;17.8697;34.6248
110.75;17.0472;34.6276
110.75;19.6526;34.6328
110.75;19.9816;34.6331
110.75;19.8392;34.6355
110.75;19.902;34.6395
110.75;19.8439;34.6423
110.75;18.9971;34.6464
110.75;22.7464;34.6486
110.75;17.7046;34.6524
110.75;21.0917;34.6666
110.75;19.9116;34.6831
110.75;20.0768;34.6852
110.75;17.7026;34.695
110.75;18.3009;34.6955
110.75;21.0974;34.7016
110.75;21.2881;34.7207
110.75;20.1726;34.7226
110.75;21.4111;34.7304
110.75;20.9844;34.7452
110.75;20.7974;34.7468
110.75;21.606;34.7569
110.75;20.6376;34.774
110.75;19.0464;34.792
111;20.2369;34.5335
111;20.5151;34.5337
111;17.9867;34.5736
111;17.5373;34.5751
111;16.6315;34.5776
111;19.4518;34.5809
111;17.7081;34.6029
111;18.7094;34.6077
111;17.0381;34.6266
111;17.8635;34.6283
111;19.6443;34.6328
111;19.9795;34.6329
111;19.8364;34.6353
111;19.9012;34.6399
111;19.821;34.6432
111;18.9962;34.6463
111;22.7162;34.6518
111;17.7002;34.6521
111;21.0747;34.6697
111;19.898;34.6834
111;20.0754;34.685
111;17.6964;34.6954
111;18.2853;34.6966
111;21.0973;34.7017
111;21.2674;34.7195
111;20.1396;34.7255
111;21.4056;34.7301
111;20.9839;34.7452
111;20.7813;34.7471
111;21.5838;34.7581
111;20.6281;34.7746
111;19.0366;34.7918
111.25;20.5145;34.5336
111.25;20.2326;34.5375
111.25;17.9768;34.5726
111.25;17.5339;34.5766
111.25;16.6298;34.5773
111.25;19.4116;34.5812
111.25;17.7024;34.6031
111.25;18.6775;34.6067
111.25;17.0253;34.6262
111.25;17.8642;34.6276
111.25;19.9786;34.6325
111.25;19.6401;34.6332
111.25;19.8281;34.635
111.25;19.9009;34.6399
111.25;19.7893;34.6447
111.25;18.9959;34.646
111.25;17.6953;34.6514
111.25;22.7063;34.653
111.25;21.0684;34.6712
111.25;19.8767;34.6834
111.25;20.0706;34.6838
111.25;17.6903;34.6957
111.25;18.2598;34.697
111.25;21.0973;34.7015
111.25;21.2513;34.7204
111.25;20.1191;34.727
111.25;21.3891;34.7287
111.25;20.9836;34.7453
111.25;20.7686;34.7477
111.25;21.5521;34.7576
111.25;20.6187;34.7747
111.25;19.0298;34.7917
111.5;20.514;34.5336
111.5;20.2269;34.5417
111.5;17.9661;34.5716
111.5;16.6284;34.577
111.5;17.5347;34.5798
111.5;19.3905;34.5841
111.5;17.6907;34.6019
111.5;18.6503;34.6071
111.5;17.017;34.6258
111.5;17.8617;34.6285
111.5;19.9772;34.6325
111.5;19.639;34.6334
111.5;19.8184;34.6358
111.5;19.9008;34.6395
111.5;18.9949;34.6456
111.5;19.7596;34.6462
111.5;17.6896;34.6509
111.5;22.6952;34.6547
111.5;21.0641;34.6714
111.5;20.0573;34.6826
111.5;19.858;34.6841
111.5;17.6835;34.6962
111.5;18.2531;34.6976
111.5;21.0972;34.7013
111.5;21.2416;34.7179
111.5;20.0972;34.7279
111.5;21.3783;34.7288
111.5;20.9838;34.7454
111.5;20.7601;34.7479
111.5;21.527;34.758
111.5;20.6055;34.775
111.5;19.0239;34.7909
111.75;20.5123;34.5333
111.75;20.2253;34.5434
111.75;17.9554;34.571
111.75;16.6275;34.5767
111.75;17.5356;34.5814
111.75;19.3826;34.5842
111.75;17.6598;34.5991
111.75;18.6416;34.6071
111.75;17.011;34.6261
111.75;17.8582;34.6298
111.75;19.9755;34.6324
111.75;19.6372;34.633
111.75;19.8121;34.6363
111.75;19.9005;34.6396
111.75;18.9932;34.6449
111.75;19.7205;34.6465
111.75;17.684;34.65
111.75;22.6929;34.6556
111.75;21.0592;34.671
111.75;20.0492;34.682
111.75;19.8443;34.6848
111.75;17.6764;34.6963
111.75;18.2513;34.6973
111.75;21.0962;34.7012
111.75;21.2188;34.7167
111.75;21.3814;34.7282
111.75;20.0593;34.7305
111.75;20.9837;34.7456
111.75;20.7576;34.7478
111.75;21.5;34.7571
111.75;20.5931;34.7753
111.75;19.0092;34.7903
112;20.5097;34.5332
112;20.2229;34.545
112;17.9428;34.5705
112;16.6266;34.5768
112;17.5348;34.5822
112;19.3728;34.5838
112;17.6064;34.5979
112;18.64;34.6069
112;17.0036;34.6254
112;19.9702;34.6321
112;17.8534;34.6324
112;19.6287;34.6324
112;19.8076;34.637
112;19.9002;34.6395
112;18.9928;34.6447
112;19.6916;34.648
112;17.6782;34.6499
112;22.6929;34.6555
112;21.0532;34.6712
112;20.0371;34.6811
112;19.8363;34.6847
112;17.669;34.6967
112;18.2489;34.6973
112;21.0968;34.7005
112;21.2024;34.7172
112;21.374;34.7276
112;20.0418;34.7306
112;20.9835;34.7455
112;20.7383;34.7474
112;21.4687;34.7563
112;20.5884;34.7755
112;18.9982;34.7898
112.25;20.5079;34.5332
112.25;20.2175;34.5484
112.25;17.9281;34.569
112.25;16.6258;34.5769
112.25;19.3638;34.5838
112.25;17.5365;34.5866
112.25;21.5844;34.5965
112.25;17.5645;34.5981
112.25;18.6433;34.6069
112.25;16.9944;34.6254
112.25;19.9679;34.6323
112.25;19.6209;34.6326
112.25;17.85;34.6331
112.25;19.8028;34.638
112.25;19.8991;34.6402
112.25;18.9926;34.6445
112.25;17.6747;34.6496
112.25;19.6768;34.6504
112.25;22.6925;34.6555
112.25;21.0468;34.6704
112.25;20.0334;34.6824
112.25;19.8252;34.6835
112.25;18.2459;34.6971
112.25;17.6592;34.6973
112.25;21.077;34.6979
112.25;21.1803;34.7151
112.25;21.373;34.7276
112.25;20.027;34.7304
112.25;20.9833;34.7459
112.25;20.725;34.7479
112.25;21.4392;34.7561
112.25;20.5845;34.775
112.25;18.99;34.7896
112.5;20.507;34.5331
112.5;20.2182;34.5454
112.5;17.9028;34.5678
112.5;16.6251;34.5766
112.5;19.3502;34.5834
112.5;17.5366;34.5887
112.5;17.5376;34.5983
112.5;18.6371;34.6049
112.5;16.9895;34.6258
112.5;19.9661;34.6321
112.5;19.6127;34.6327
112.5;17.8465;34.6342
112.5;19.7954;34.6401
112.5;19.8989;34.6403
112.5;18.9923;34.6439
112.5;17.6713;34.6496
112.5;19.6678;34.6528
112.5;22.6897;34.6555
112.5;21.0301;34.6685
112.5;19.8091;34.6814
112.5;20.0255;34.6815
112.5;18.2419;34.6971
112.5;21.0619;34.6974
112.5;17.6447;34.6986
112.5;21.1622;34.7149
112.5;21.3696;34.727
112.5;20.0113;34.7309
112.5;20.9832;34.7456
112.5;20.7118;34.7479
112.5;21.4214;34.7568
112.5;20.5806;34.7744
112.5;18.9865;34.7887
112.75;20.5043;34.5329
112.75;20.206;34.5537
112.75;17.8819;34.5693
112.75;16.624;34.5765
112.75;19.3327;34.5838
112.75;17.5361;34.5891
112.75;17.5149;34.5979
112.75;18.6041;34.6033
112.75;16.9856;34.6256
112.75;19.9633;34.632
112.75;19.6069;34.6332
112.75;17.8408;34.6355
112.75;19.8989;34.6401
112.75;19.7858;34.6416
112.75;18.9921;34.6436
112.75;17.6676;34.649
112.75;19.6584;34.6539
112.75;22.6819;34.6573
112.75;21.0098;34.669
112.75;20.0068;34.681
112.75;19.8026;34.6826
112.75;18.237;34.6971
112.75;21.0594;34.6978
112.75;17.6328;34.6999
112.75;21.1435;34.7136
112.75;21.3596;34.7266
112.75;19.9922;34.7332
112.75;20.9825;34.7455
112.75;20.6975;34.748
112.75;21.402;34.7569
112.75;20.5736;34.7745
112.75;18.9793;34.7884
113;20.5041;34.5331
113;20.2002;34.5562
113;17.8722;34.5711
113;16.6218;34.5762
113;19.314;34.5837
113;17.5318;34.5893
113;17.4878;34.5984
113;18.585;34.604
113;16.9819;34.6249
113;19.9583;34.6318
113;19.6014;34.6332
113;17.8363;34.6361
113;19.8985;34.6403
113;19.7769;34.6413
113;18.9908;34.6423
113;17.6606;34.6477
113;19.6496;34.653
113;22.6711;34.6627
113;20.9857;34.6697
113;20.0028;34.6813
113;19.8011;34.6843
113;18.2308;34.6972
113;21.0589;34.6979
113;17.6192;34.7006
113;21.1254;34.7126
113;21.3585;34.7268
113;19.9928;34.7333
113;20.9815;34.7456
113;20.6777;34.7482
113;21.3863;34.7575
113;20.5701;34.7749
113;18.9753;34.7882
113.25;20.5042;34.533
113.25;20.1913;34.5596
113.25;17.8604;34.5717
113.25;16.6192;34.5763
113.25;19.2691;34.5839
113.25;17.5246;34.5884
113.25;17.4725;34.5984
113.25;18.589;34.604
113.25;16.9698;34.6244
113.25;19.9523;34.6319
113.25;19.596;34.6334
113.25;17.8323;34.6367
113.25;19.8968;34.6404
113.25;19.7725;34.6418
113.25;18.9891;34.6424
113.25;17.6529;34.6466
113.25;19.6318;34.6508
113.25;22.6682;34.6647
113.25;20.9608;34.6725
113.25;19.9925;34.6811
113.25;19.797;34.6844
113.25;18.2283;34.6974
113.25;21.0572;34.6982
113.25;17.6095;34.7013
113.25;21.1089;34.7124
113.25;21.3604;34.7267
113.25;19.9901;34.7329
113.25;20.9793;34.7455
113.25;20.6772;34.7474
113.25;21.3664;34.7567
113.25;20.5656;34.7746
113.25;18.9726;34.7878
113.5;20.5031;34.5329
113.5;20.1845;34.5625
113.5;16.6167;34.5758
113.5;17.846;34.5777
113.5;19.2283;34.5872
113.5;17.5242;34.5887
113.5;17.4623;34.5973
113.5;18.5458;34.6013
113.5;16.9607;34.6253
113.5;19.9443;34.6318
113.5;19.5892;34.6331
113.5;17.8145;34.6378
113.5;19.8943;34.641
113.5;18.9867;34.6412
113.5;19.7701;34.6418
113.5;17.6506;34.6466
113.5;19.6052;34.6507
113.5;22.6683;34.6643
113.5;20.9472;34.6744
113.5;19.9876;34.6815
113.5;19.7912;34.6858
113.5;18.2265;34.6976
113.5;21.057;34.6983
113.5;17.5931;34.7046
113.5;21.0978;34.7121
113.5;21.3604;34.7264
113.5;19.9811;34.7335
113.5;20.9736;34.7452
